search_id,nbs_id,suitability_family_id,table,category,search_terms,screening_steps,inclusion_criteria,limits,n_retrieved,n_screened,n_included,search_date,run_id,searched_by,ruleset_version,discovery_log_ref,note
wetland_management__T3__grey__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T3,grey,WebSearch EN: 'peatland rewetting restoration flood water storage fire risk reduction guidance Ramsar FAO Global Peatlands Initiative'; 'tropical peatland restoration rewetting Indonesia fire prevention water table siting guidelines Wetlands International IWMI',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation/storage, drought water security, peat-fire reduction (F3), sediment/nutrient buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,18,18,4,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T3_2026-08.md,"Ramsar Technical Report 11 (global rewetting/restoration guidelines) is the flagship grey source — explicitly covers fire-hazard, flood control, freshwater provision. FAO restoration-monitoring guidance, UNEP Global Peatlands Assessment 2022, Wetlands International Mega Rice Project canal-blocking case (LMIC field practice). ES/FR/PT not separately run (peatland grey lit is EN/Indonesian-dominant; SE-Asia focus) — minor gap. Excluded WWF/news items as non-authoritative."
wetland_management__T3__tool__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T3,tool,WebSearch: 'GitHub peatland restoration prioritization suitability rewetting Google Earth Engine water table script'; 'GitHub wetland suitability GIS MCDA site selection model OR peatland depth mapping tool code repository',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation/storage, drought water security, peat-fire reduction (F3), sediment/nutrient buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,2,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T3_2026-08.md,"No purpose-built peatland-RESTORATION-siting repo found. Candidates are generic wetland-mapping/identification tools (bcgov/wetlandmapR, uva-hydroinformatics/wetland_id) — PICOS practice link NOT explicit (they map/ID wetlands, no peatland-restoration or rewetting code branch), flagged picos_ok=false pending source-file inspection. Commit sha + file:line deferred to extraction (discovery/screening only). Tool coverage is a genuine gap for this family x T3."
wetland_management__T6__stock__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T6,stock,title.search:(peatland OR peat OR paludiculture OR mire OR bog OR fen) AND (restoration OR rewetting OR suitability); sort=cited_by_count:desc,frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1944,15,5,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T6_2026-08.md,OpenAlex high-cite. Meta.count=1944. Screened top-15 by citation. Foundational restoration + carbon-outcome (T6) papers dominate; SE-Asia tropical items retained as LMIC tie-break. Excluded pure hydrology-process (W2049866359 drainage hydrology) and boreal/temperate ecology with thin T6 outcome content beyond top picks. Saturation reached within top 15.
wetland_management__T6__updated_lit__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T6,updated_lit,title.search:(peatland OR paludiculture OR peat) AND (rewetting OR restoration OR paludiculture); from_publication_date:2015-01-01; sort=cited_by_count:desc  [+ refinements: title.search:tropical peatland AND (restoration OR rewetting OR paludiculture) (count=65); title.search:paludiculture AND (economics OR cost OR carbon) (count=11)],frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1237,35,6,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T6_2026-08.md,OpenAlex recent (>=2015). Primary query count=1237; two refinement queries run for tropical-peat LMIC (65) and paludiculture cost/economics (11) to hit the T6 cost + carbon angle. Combined ~35 titles screened. Included authoritative assessment + tropical reviews + paludiculture economics/carbon + smallholder adoption (MEL). Paywalled screened-in routed to acquisition_queue.
wetland_management__T6__grey__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T6,grey,WebSearch EN: 'peatland restoration rewetting cost per hectare carbon Ramsar FAO IUCN Wetlands International Global Peatlands Initiative guidance'; 'paludiculture tropical peatland restoration suitability GIS site selection guidance report Indonesia Congo',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,15,15,5,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T6_2026-08.md,"WebSearch across Ramsar, UNEP Global Peatlands Initiative, IUCN, Wetlands International, and Indonesia BRG. Authoritative rewetting/restoration guidance + tropical-peat implementation reports + carbon/financing outputs (T6). ES/FR/PT title variants folded into EN AGROVOC synonyms already in the boolean (paludiculture/mire/bog/fen are cross-lingual); Congo (Cuvette Centrale) referenced but no standalone LMIC-Congo grey doc surfaced. Grey positive-bias discount applies to benefit/cost claims (COI "
wetland_management__T6__tool__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T6,tool,GitHub API q=peatland+rewetting+OR+paludiculture+OR+peat+suitability sort=stars; WebSearch 'github peatland restoration suitability rewetting depth-to-water index python google earth engine',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,2,2,0,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T6_2026-08.md,"No dedicated peatland-RESTORATION/paludiculture-siting MCDA tool found where restoration/rewetting is an actual code branch. Closest repo muaffanalfaiz/degraded-peatland-agrivoltaic-suitability hardcodes peat-depth reclass + AHP weights + degraded-peat mask but the practice is AGRIVOLTAIC (solar) not restoration -> FAILS PICOS (screened out; noted as method analog only). NASA-DEVELOP/WET is generic wetland-extent GEE mapping (JS), not peat-restoration siting. G-MCDA (grey hit) is an NbS-agnostic"
wetland_management__T6__stock__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T6,stock,"OpenAlex title.search:""wetland restoration"" ; sort=cited_by_count:desc ; per_page=15 (curl). Boolean pilot title.search:(wetland restoration OR wetland rewetting OR floodplain restoration OR wetland reconnection) also run (count=18, mostly coastal/estuarine -> parked).",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,3164,15,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T6_2026-08.md,"High-cite anchor set for F1 restoration outcomes/ES. Coastal/tidal-dominant titles screened OUT (parked); peatland-drainage title (562 cites, OA) screened OUT as F3. Included restoration-ES/value + biodiversity + climate-role anchors."
wetland_management__T6__updated_lit__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T6,updated_lit,"OpenAlex title.search:""wetland restoration"",from_publication_date:2015-01-01 ; sort=cited_by_count:desc ; per_page=15 (curl). + targeted WebSearch for LMIC floodplain-reconnection prioritisation (OpenAlex rewetting/paludiculture/peatland query returned HTTP-402 daily-budget-exceeded; that query is F3 peat-scope, excluded here).",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1580,16,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T6_2026-08.md,"Recent T6 cost+carbon and water-quality/N-removal anchors. Ramganga-Basin India floodplain-wetland restoration prioritisation surfaced via WebSearch (recent OA journal art., LMIC hydrological-connectivity siting) counted here. Nature N-removal paper screened-in but paywalled -> acquisition_queue."
wetland_management__T6__grey__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T6,grey,"WebSearch EN: ""wetland restoration rewetting cost per hectare carbon water quality Ramsar FAO IUCN Wetlands International guidance"" ; ""floodplain wetland restoration reconnection developing countries site selection prioritization hydrology water table IWMI FAO manual"". (ES/FR/PT title variants not separately run due to OpenAlex budget cap; EN grey saturated on cost/target figures.)",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T6_2026-08.md,"Ramsar Global Wetland Outlook cost band ($1k-70k/ha/yr) + Wetlands International 50 Mha-by-2050 target (peat -> F3, noted not included). FAO wetland characterisation-for-agriculture (LMIC ag-wetland framing) and a European restoration-cost/ES synthesis (~9,084 EUR/ha) included for T6 cost."
wetland_management__T6__tool__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T6,tool,"WebSearch: ""wetland suitability siting GIS MCDA GitHub OR Google Earth Engine drainage rewetting floodplain restoration tool"" ; GitHub topic:wetlands ; inspected github.com/NASA-DEVELOP/WET (GEE wetland-extent, TWI + Sentinel-1/L8).",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = water storage/quality, biodiversity, CARBON (peat avoided-emissions) + cost per ha; adoption/MEL included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,6,6,0,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T6_2026-08.md,"NO F1-restoration-siting tool with hardcoded siting logic found. WET = wetland EXTENT mapping (Level-1 classes Upland=1/OpenWater=2/Wetland=3, TWI) -> feeds F1 'degraded-wetland extent' limiter but siting/rewetting is NOT a code branch -> PICOS fail, listed as candidate flagged. G-MCDA (GEE+MCDA) is NbS-agnostic (MAR demo) -> PICOS fail like spatMCDA.R. Commit-sha pinning + file:line deferred to acquisition."
wetland_management__T3__stock__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T3,stock,"OpenAlex title.search runs (sort=cited_by_count:desc): (1) ""wetland restoration flood"" [count 50]; (2) ""wetland restoration water storage"" [count 1]; (3) ""wetland rewetting"" [count 47]; (4) ""floodplain restoration"" [count 568]",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation/storage, drought water security, peat-fire reduction (F3), sediment/nutrient buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,666,42,5,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T3_2026-08.md,"REAL meta.counts summed across 4 title.search queries (668 raw; 666 after the water-storage query overlap). Screened top ~10-15/query by cite rank. Rewetting corpus overwhelmingly GHG/soil-biogeochem (W4288447279 rewetting-GHG 186c, mosquito 393c, drying-rewetting cycles) = OUT of T3 hazard-response scope (routes to T6 mitigation). Coastal hits parked. Included = seminal flood-attenuation + floodplain-reconnection + siting-for-attenuation."
wetland_management__T3__updated_lit__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T3,updated_lit,"OpenAlex title.search, filter from_publication_date:2015-01-01, sort=cited_by_count:desc: (1) ""wetland restoration flood"" [19]; (2) ""wetland restoration drought"" [3]; (3) ""floodplain restoration flood"" [24]; (4) ""wetland restoration nutrient retention"" [0]; (5) ""wetland restoration prioritization"" [8]",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation/storage, drought water security, peat-fire reduction (F3), sediment/nutrient buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,54,40,6,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T3_2026-08.md,"REAL meta.counts. Strong recent yield on flood-risk targeting + MCDA siting; drought-lens thin (only 3 hits, W2781712938 the key one). Nutrient-retention title query returned 0 (buffering evidence sits inside floodplain-restoration papers e.g. W1793877710). Coastal prioritization hits (W2150830372) excluded as parked."
wetland_management__T3__grey__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T3,grey,WebSearch EN: 'wetland restoration rewetting flood attenuation water storage guidance Ramsar IWMI FAO drought'; ES: 'restauración humedales rewetting regulación inundaciones sequía almacenamiento agua guía técnica'; FR/PT: 'restauration zones humides réhumidification régulation crues sécheresse; restauração zonas húmidas reidratação inundações seca',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation/storage, drought water security, peat-fire reduction (F3), sediment/nutrient buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,32,32,5,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T3_2026-08.md,"4 multilingual searches (EN+ES+FR+PT), ~8 links each. Ramsar/IWMI/agua.org.mx/ANDEX institutional. Ramsar peatland-rewetting guideline (rtr11) routed to F3 (peat), excluded here. Grey over-states benefits (positive-bias discount applies, esp. water-storage claims). ANDEX high-Andes + agua.org.mx = LMIC tie-break wins."
